N,F_兵力函数
5794,451
5795,451
5796,451
5797,451
5798,451
5799,451
5800,451
5801,451
5802,451
5803,451
5804,451
5805,451
5806,451
5807,451
5808,451
5809,451
5810,451
5811,451
5812,451
5813,451
5814,451
5815,451
5816,451
5817,451
5818,451
5819,451
5820,451
5821,451
5822,451
5823,451
5824,451
5825,451
5826,451
5827,451
5828,451
5829,451
5830,451
5831,451
5832,451
5833,452
5834,452
5835,452
5836,452
5837,452
5838,452
5839,452
5840,452
5841,452
5842,452
5843,452
5844,452
5845,452
5846,452
5847,452
5848,452
5849,452
5850,452
5851,452
5852,452
5853,452
5854,452
5855,452
5856,452
5857,452
5858,452
5859,452
5860,452
5861,452
5862,452
5863,452
5864,452
5865,452
5866,452
5867,452
5868,452
5869,452
5870,452
5871,452
5872,452
5873,452
5874,453
5875,453
5876,453
5877,453
5878,453
5879,453
5880,453
5881,453
5882,453
5883,453
5884,453
5885,453
5886,453
5887,453
5888,453
5889,453
5890,453
5891,453
5892,453
5893,453
5894,453
5895,453
5896,453
5897,453
5898,453
5899,453
5900,453
5901,453
5902,453
5903,453
5904,453
5905,453
5906,453
5907,453
5908,453
5909,453
5910,453
5911,453
5912,453
5913,453
5914,453
5915,454
5916,454
5917,454
5918,454
5919,454
5920,454
5921,454
5922,454
5923,454
5924,454
5925,454
5926,454
5927,454
5928,454
5929,454
5930,454
5931,454
5932,454
5933,454
5934,454
5935,454
5936,454
5937,454
5938,454
5939,454
5940,454
5941,454
5942,454
5943,454
5944,454
5945,454
5946,454
5947,454
5948,454
5949,454
5950,454
5951,454
5952,454
5953,454
5954,454
5955,454
5956,455
5957,455
5958,455
5959,455
5960,455
5961,455
5962,455
5963,455
5964,455
5965,455
5966,455
5967,455
5968,455
5969,455
5970,455
5971,455
5972,455
5973,455
5974,455
5975,455
5976,455
5977,455
5978,455
5979,455
5980,455
5981,455
5982,455
5983,455
5984,455
5985,455
5986,455
5987,455
5988,455
5989,455
5990,455
5991,455
5992,455
5993,455
5994,455
5995,455
5996,455
5997,456
5998,456
5999,456
6000,456
6001,456
6002,456
6003,456
6004,456
6005,456
6006,456
6007,456
6008,456
6009,456
6010,456
6011,456
6012,456
6013,456
6014,456
6015,456
6016,456
6017,456
6018,456
6019,456
6020,456
6021,456
6022,456
6023,456
6024,456
6025,456
6026,456
6027,456
6028,456
6029,456
6030,456
6031,456
6032,456
6033,456
6034,456
6035,456
6036,456
6037,456
6038,456
6039,457
6040,457
6041,457
6042,457
6043,457
6044,457
6045,457
6046,457
6047,457
6048,457
6049,457
6050,457
6051,457
6052,457
6053,457
6054,457
6055,457
6056,457
6057,457
6058,457
6059,457
6060,457
6061,457
6062,457
6063,457
6064,457
6065,457
6066,457
6067,457
6068,457
6069,457
6070,457
6071,457
6072,457
6073,457
6074,457
6075,457
6076,457
6077,457
6078,457
6079,457
6080,457
6081,458
6082,458
6083,458
6084,458
6085,458
6086,458
6087,458
6088,458
6089,458
6090,458
6091,458
6092,458
6093,458
6094,458
6095,458
6096,458
6097,458
6098,458
6099,458
6100,458
6101,458
6102,458
6103,458
6104,458
6105,458
6106,458
6107,458
6108,458
6109,458
6110,458
6111,458
6112,458
6113,458
6114,458
6115,458
6116,458
6117,458
6118,458
6119,458
6120,458
6121,458
6122,458
6123,459
6124,459
6125,459
6126,459
6127,459
6128,459
6129,459
6130,459
6131,459
6132,459
6133,459
6134,459
6135,459
6136,459
6137,459
6138,459
6139,459
6140,459
6141,459
6142,459
6143,459
6144,459
6145,459
6146,459
6147,459
6148,459
6149,459
6150,459
6151,459
6152,459
6153,459
6154,459
6155,459
6156,459
6157,459
6158,459
6159,459
6160,459
6161,459
6162,459
6163,459
6164,459
6165,459
6166,460
6167,460
6168,460
6169,460
6170,460
6171,460
6172,460
6173,460
6174,460
6175,460
6176,460
6177,460
6178,460
6179,460
6180,460
6181,460
6182,460
6183,460
6184,460
6185,460
6186,460
6187,460
6188,460
6189,460
6190,460
6191,460
6192,460
6193,460
6194,460
6195,460
6196,460
6197,460
6198,460
6199,460
6200,460
6201,460
6202,460
6203,460
6204,460
6205,460
6206,460
6207,460
6208,460
6209,461
6210,461
6211,461
6212,461
6213,461
6214,461
6215,461
6216,461
6217,461
6218,461
6219,461
6220,461
6221,461
6222,461
6223,461
6224,461
6225,461
6226,461
6227,461
6228,461
6229,461
6230,461
6231,461
6232,461
6233,461
6234,461
6235,461
6236,461
6237,461
6238,461
6239,461
6240,461
6241,461
6242,461
6243,461
6244,461
6245,461
6246,461
6247,461
6248,461
6249,461
6250,461
6251,461
6252,462
6253,462
6254,462
6255,462
6256,462
6257,462
6258,462
6259,462
6260,462
6261,462
6262,462
6263,462
6264,462
6265,462
6266,462
6267,462
6268,462
6269,462
6270,462
6271,462
6272,462
6273,462
6274,462
6275,462
6276,462
6277,462
6278,462
6279,462
6280,462
6281,462
6282,462
6283,462
6284,462
6285,462
6286,462
6287,462
6288,462
6289,462
6290,462
6291,462
6292,462
6293,462
6294,462
6295,462
6296,463
6297,463
6298,463
6299,463
6300,463
6301,463
6302,463
6303,463
6304,463
6305,463
6306,463
6307,463
6308,463
6309,463
6310,463
6311,463
6312,463
6313,463
6314,463
6315,463
6316,463
6317,463
6318,463
6319,463
6320,463
6321,463
6322,463
6323,463
6324,463
6325,463
6326,463
6327,463
6328,463
6329,463
6330,463
6331,463
6332,463
6333,463
6334,463
6335,463
6336,463
6337,463
6338,463
6339,464
6340,464
6341,464
6342,464
6343,464
6344,464
6345,464
6346,464
6347,464
6348,464
6349,464
6350,464
6351,464
6352,464
6353,464
6354,464
6355,464
6356,464
6357,464
6358,464
6359,464
6360,464
6361,464
6362,464
6363,464
6364,464
6365,464
6366,464
6367,464
6368,464
6369,464
6370,464
6371,464
6372,464
6373,464
6374,464
6375,464
6376,464
6377,464
6378,464
6379,464
6380,464
6381,464
6382,464
6383,465
6384,465
6385,465
6386,465
6387,465
6388,465
6389,465
6390,465
6391,465
6392,465
6393,465
6394,465
6395,465
6396,465
6397,465
6398,465
6399,465
6400,465
6401,465
6402,465
6403,465
6404,465
6405,465
6406,465
6407,465
6408,465
6409,465
6410,465
6411,465
6412,465
6413,465
6414,465
6415,465
6416,465
6417,465
6418,465
6419,465
6420,465
6421,465
6422,465
6423,465
6424,465
6425,465
6426,465
6427,465
6428,466
6429,466
6430,466
6431,466
6432,466
6433,466
6434,466
6435,466
6436,466
6437,466
6438,466
6439,466
6440,466
6441,466
6442,466
6443,466
6444,466
6445,466
6446,466
6447,466
6448,466
6449,466
6450,466
6451,466
6452,466
6453,466
6454,466
6455,466
6456,466
6457,466
6458,466
6459,466
6460,466
6461,466
6462,466
6463,466
6464,466
6465,466
6466,466
6467,466
6468,466
6469,466
6470,466
6471,466
6472,466
6473,467
6474,467
6475,467
6476,467
6477,467
6478,467
6479,467
6480,467
6481,467
6482,467
6483,467
6484,467
6485,467
6486,467
6487,467
6488,467
6489,467
6490,467
6491,467
6492,467
6493,467
6494,467
6495,467
6496,467
6497,467
6498,467
6499,467
6500,467
6501,467
6502,467
6503,467
6504,467
6505,467
6506,467
6507,467
6508,467
6509,467
6510,467
6511,467
6512,467
6513,467
6514,467
6515,467
6516,467
6517,467
6518,468
6519,468
6520,468
6521,468
6522,468
6523,468
6524,468
6525,468
6526,468
6527,468
6528,468
6529,468
6530,468
6531,468
6532,468
6533,468
6534,468
6535,468
6536,468
6537,468
6538,468
6539,468
6540,468
6541,468
6542,468
6543,468
6544,468
6545,468
6546,468
6547,468
6548,468
6549,468
6550,468
6551,468
6552,468
6553,468
6554,468
6555,468
6556,468
6557,468
6558,468
6559,468
6560,468
6561,468
6562,468
6563,469
6564,469
6565,469
6566,469
6567,469
6568,469
6569,469
6570,469
6571,469
6572,469
6573,469
6574,469
6575,469
6576,469
6577,469
6578,469
6579,469
6580,469
6581,469
6582,469
6583,469
6584,469
6585,469
6586,469
6587,469
6588,469
6589,469
6590,469
6591,469
6592,469
6593,469
6594,469
6595,469
6596,469
6597,469
6598,469
6599,469
6600,469
6601,469
6602,469
6603,469
6604,469
6605,469
6606,469
6607,469
6608,469
6609,470
6610,470
6611,470
6612,470
6613,470
6614,470
6615,470
6616,470
6617,470
6618,470
6619,470
6620,470
6621,470
6622,470
6623,470
6624,470
6625,470
6626,470
6627,470
6628,470
6629,470
6630,470
6631,470
6632,470
6633,470
6634,470
6635,470
6636,470
6637,470
6638,470
6639,470
6640,470
6641,470
6642,470
6643,470
6644,470
6645,470
6646,470
6647,470
6648,470
6649,470
6650,470
6651,470
6652,470
6653,470
6654,471
6655,471
6656,471
6657,471
6658,471
6659,471
6660,471
6661,471
6662,471
6663,471
6664,471
6665,471
6666,471
6667,471
6668,471
6669,471
6670,471
6671,471
6672,471
6673,471
6674,471
6675,471
6676,471
6677,471
6678,471
6679,471
6680,471
6681,471
6682,471
6683,471
6684,471
6685,471
6686,471
6687,471
6688,471
6689,471
6690,471
6691,471
6692,471
6693,471
6694,471
6695,471
6696,471
6697,471
6698,471
6699,471
6700,471
6701,472
6702,472
6703,472
6704,472
6705,472
6706,472
6707,472
6708,472
6709,472
6710,472
6711,472
6712,472
6713,472
6714,472
6715,472
6716,472
6717,472
6718,472
6719,472
6720,472
6721,472
6722,472
6723,472
6724,472
6725,472
6726,472
6727,472
6728,472
6729,472
6730,472
6731,472
6732,472
6733,472
6734,472
6735,472
6736,472
6737,472
6738,472
6739,472
6740,472
6741,472
6742,472
6743,472
6744,472
6745,472
6746,472
6747,473
6748,473
6749,473
6750,473
6751,473
6752,473
6753,473
6754,473
6755,473
6756,473
6757,473
6758,473
6759,473
6760,473
6761,473
6762,473
6763,473
6764,473
6765,473
6766,473
6767,473
6768,473
6769,473
6770,473
6771,473
6772,473
6773,473
6774,473
6775,473
6776,473
6777,473
6778,473
6779,473
6780,473
6781,473
6782,473
6783,473
6784,473
6785,473
6786,473
6787,473
6788,473
6789,473
6790,473
6791,473
6792,473
6793,473
6794,474
6795,474
6796,474
6797,474
6798,474
6799,474
6800,474
6801,474
6802,474
6803,474
6804,474
6805,474
6806,474
6807,474
6808,474
6809,474
6810,474
6811,474
6812,474
6813,474
6814,474
6815,474
6816,474
6817,474
6818,474
6819,474
6820,474
6821,474
6822,474
6823,474
6824,474
6825,474
6826,474
6827,474
6828,474
6829,474
6830,474
6831,474
6832,474
6833,474
6834,474
6835,474
6836,474
6837,474
6838,474
6839,474
6840,474
6841,474
6842,475
6843,475
6844,475
6845,475
6846,475
6847,475
6848,475
6849,475
6850,475
6851,475
6852,475
6853,475
6854,475
6855,475
6856,475
6857,475
6858,475
6859,475
6860,475
6861,475
6862,475
6863,475
6864,475
6865,475
6866,475
6867,475
6868,475
6869,475
6870,475
6871,475
6872,475
6873,475
6874,475
6875,475
6876,475
6877,475
6878,475
6879,475
6880,475
6881,475
6882,475
6883,475
6884,475
6885,475
6886,475
6887,475
6888,475
6889,476
6890,476
6891,476
6892,476
6893,476
6894,476
6895,476
6896,476
6897,476
6898,476
6899,476
6900,476
6901,476
6902,476
6903,476
6904,476
6905,476
6906,476
6907,476
6908,476
6909,476
6910,476
6911,476
6912,476
6913,476
6914,476
6915,476
6916,476
6917,476
6918,476
6919,476
6920,476
6921,476
6922,476
6923,476
6924,476
6925,476
6926,476
6927,476
6928,476
6929,476
6930,476
6931,476
6932,476
6933,476
6934,476
6935,476
6936,476
6937,477
6938,477
6939,477
6940,477
6941,477
6942,477
6943,477
6944,477
6945,477
6946,477
6947,477
6948,477
6949,477
6950,477
6951,477
6952,477
6953,477
6954,477
6955,477
6956,477
6957,477
6958,477
6959,477
6960,477
6961,477
6962,477
6963,477
6964,477
6965,477
6966,477
6967,477
6968,477
6969,477
6970,477
6971,477
6972,477
6973,477
6974,477
6975,477
6976,477
6977,477
6978,477
6979,477
6980,477
6981,477
6982,477
6983,477
6984,477
6985,478
6986,478
6987,478
6988,478
6989,478
6990,478
6991,478
6992,478
6993,478
6994,478
6995,478
6996,478
6997,478
6998,478
6999,478
7000,478
7001,478
7002,478
7003,478
7004,478
7005,478
7006,478
7007,478
7008,478
7009,478
7010,478
7011,478
7012,478
7013,478
7014,478
7015,478
7016,478
7017,478
7018,478
7019,478
7020,478
7021,478
7022,478
7023,478
7024,478
7025,478
7026,478
7027,478
7028,478
7029,478
7030,478
7031,478
7032,478
7033,478
7034,479
7035,479
7036,479
7037,479
7038,479
7039,479
7040,479
7041,479
7042,479
7043,479
7044,479
7045,479
7046,479
7047,479
7048,479
7049,479
7050,479
7051,479
7052,479
7053,479
7054,479
7055,479
7056,479
7057,479
7058,479
7059,479
7060,479
7061,479
7062,479
7063,479
7064,479
7065,479
7066,479
7067,479
7068,479
7069,479
7070,479
7071,479
7072,479
7073,479
7074,479
7075,479
7076,479
7077,479
7078,479
7079,479
7080,479
7081,479
7082,479
7083,480
7084,480
7085,480
7086,480
7087,480
7088,480
7089,480
7090,480
7091,480
7092,480
7093,480
7094,480
7095,480
7096,480
7097,480
7098,480
7099,480
7100,480
7101,480
7102,480
7103,480
7104,480
7105,480
7106,480
7107,480
7108,480
7109,480
7110,480
7111,480
7112,480
7113,480
7114,480
7115,480
7116,480
7117,480
7118,480
7119,480
7120,480
7121,480
7122,480
7123,480
7124,480
7125,480
7126,480
7127,480
7128,480
7129,480
7130,480
7131,480
7132,481
7133,481
7134,481
7135,481
7136,481
7137,481
7138,481
7139,481
7140,481
7141,481
7142,481
7143,481
7144,481
7145,481
7146,481
7147,481
7148,481
7149,481
7150,481
7151,481
7152,481
7153,481
7154,481
7155,481
7156,481
7157,481
7158,481
7159,481
7160,481
7161,481
7162,481
7163,481
7164,481
7165,481
7166,481
7167,481
7168,481
7169,481
7170,481
7171,481
7172,481
7173,481
7174,481
7175,481
7176,481
7177,481
7178,481
7179,481
7180,481
7181,481
7182,482
7183,482
7184,482
7185,482
7186,482
7187,482
7188,482
7189,482
7190,482
7191,482
7192,482
7193,482
7194,482
7195,482
7196,482
7197,482
7198,482
7199,482
7200,482
7201,482
7202,482
7203,482
7204,482
7205,482
7206,482
7207,482
7208,482
7209,482
7210,482
7211,482
7212,482
7213,482
7214,482
7215,482
7216,482
7217,482
7218,482
7219,482
7220,482
7221,482
7222,482
7223,482
7224,482
7225,482
7226,482
7227,482
7228,482
7229,482
7230,482
7231,482
7232,483
7233,483
7234,483
7235,483
7236,483
7237,483
7238,483
7239,483
7240,483
7241,483
7242,483
7243,483
7244,483
7245,483
7246,483
7247,483
7248,483
7249,483
7250,483
7251,483
7252,483
7253,483
7254,483
7255,483
7256,483
7257,483
7258,483
7259,483
7260,483
7261,483
7262,483
7263,483
7264,483
7265,483
7266,483
7267,483
7268,483
7269,483
7270,483
7271,483
7272,483
7273,483
7274,483
7275,483
7276,483
7277,483
7278,483
7279,483
7280,483
7281,483
7282,484
7283,484
7284,484
7285,484
7286,484
7287,484
7288,484
7289,484
7290,484
7291,484
7292,484
7293,484
7294,484
7295,484
7296,484
7297,484
7298,484
7299,484
7300,484
7301,484
7302,484
7303,484
7304,484
7305,484
7306,484
7307,484
7308,484
7309,484
7310,484
7311,484
7312,484
7313,484
7314,484
7315,484
7316,484
7317,484
7318,484
7319,484
7320,484
7321,484
7322,484
7323,484
7324,484
7325,484
7326,484
7327,484
7328,484
7329,484
7330,484
7331,484
7332,484
7333,485
7334,485
7335,485
7336,485
7337,485
7338,485
7339,485
7340,485
7341,485
7342,485
7343,485
7344,485
7345,485
7346,485
7347,485
7348,485
7349,485
7350,485
7351,485
7352,485
7353,485
7354,485
7355,485
7356,485
7357,485
7358,485
7359,485
7360,485
7361,485
7362,485
7363,485
7364,485
7365,485
7366,485
7367,485
7368,485
7369,485
7370,485
7371,485
7372,485
7373,485
7374,485
7375,485
7376,485
7377,485
7378,485
7379,485
7380,485
7381,485
7382,485
7383,485
7384,486
7385,486
7386,486
7387,486
7388,486
7389,486
7390,486
7391,486
7392,486
7393,486
7394,486
7395,486
7396,486
7397,486
7398,486
7399,486
7400,486
7401,486
7402,486
7403,486
7404,486
7405,486
7406,486
7407,486
7408,486
7409,486
7410,486
7411,486
7412,486
7413,486
7414,486
7415,486
7416,486
7417,486
7418,486
7419,486
7420,486
7421,486
7422,486
7423,486
7424,486
7425,486
7426,486
7427,486
7428,486
7429,486
7430,486
7431,486
7432,486
7433,486
7434,486
7435,487
7436,487
7437,487
7438,487
7439,487
7440,487
7441,487
7442,487
7443,487
7444,487
7445,487
7446,487
7447,487
7448,487
7449,487
7450,487
7451,487
7452,487
7453,487
7454,487
7455,487
7456,487
7457,487
7458,487
7459,487
7460,487
7461,487
7462,487
7463,487
7464,487
7465,487
7466,487
7467,487
7468,487
7469,487
7470,487
7471,487
7472,487
7473,487
7474,487
7475,487
7476,487
7477,487
7478,487
7479,487
7480,487
7481,487
7482,487
7483,487
7484,487
7485,487
7486,487
7487,488
7488,488
7489,488
7490,488
7491,488
7492,488
7493,488
7494,488
7495,488
7496,488
7497,488
7498,488
7499,488
7500,488
7501,488
7502,488
7503,488
7504,488
7505,488
7506,488
7507,488
7508,488
7509,488
7510,488
7511,488
7512,488
7513,488
7514,488
7515,488
7516,488
7517,488
7518,488
7519,488
7520,488
7521,488
7522,488
7523,488
7524,488
7525,488
7526,488
7527,488
7528,488
7529,488
7530,488
7531,488
7532,488
7533,488
7534,488
7535,488
7536,488
7537,488
7538,488
7539,489
7540,489
7541,489
7542,489
7543,489
7544,489
7545,489
7546,489
7547,489
7548,489
7549,489
7550,489
7551,489
7552,489
7553,489
7554,489
7555,489
7556,489
7557,489
7558,489
7559,489
7560,489
7561,489
7562,489
7563,489
7564,489
7565,489
7566,489
7567,489
7568,489
7569,489
7570,489
7571,489
7572,489
7573,489
7574,489
7575,489
7576,489
7577,489
7578,489
7579,489
7580,489
7581,489
7582,489
7583,489
7584,489
7585,489
7586,489
7587,489
7588,489
7589,489
7590,489
7591,490
7592,490
7593,490
7594,490
7595,490
7596,490
7597,490
7598,490
7599,490
7600,490
7601,490
7602,490
7603,490
7604,490
7605,490
7606,490
7607,490
7608,490
7609,490
7610,490
7611,490
7612,490
7613,490
7614,490
7615,490
7616,490
7617,490
7618,490
7619,490
7620,490
7621,490
7622,490
7623,490
7624,490
7625,490
7626,490
7627,490
7628,490
7629,490
7630,490
7631,490
7632,490
7633,490
7634,490
7635,490
7636,490
7637,490
7638,490
7639,490
7640,490
7641,490
7642,490
7643,490
7644,491
7645,491
7646,491
7647,491
7648,491
7649,491
7650,491
7651,491
7652,491
7653,491
7654,491
7655,491
7656,491
7657,491
7658,491
7659,491
7660,491
7661,491
7662,491
7663,491
7664,491
7665,491
7666,491
7667,491
7668,491
7669,491
7670,491
7671,491
7672,491
7673,491
7674,491
7675,491
7676,491
7677,491
7678,491
7679,491
7680,491
7681,491
7682,491
7683,491
7684,491
7685,491
7686,491
7687,491
7688,491
7689,491
7690,491
7691,491
7692,491
7693,491
7694,491
7695,491
7696,491
7697,492
7698,492
7699,492
7700,492
7701,492
7702,492
7703,492
7704,492
7705,492
7706,492
7707,492
7708,492
7709,492
7710,492
7711,492
7712,492
7713,492
7714,492
7715,492
7716,492
7717,492
7718,492
7719,492
7720,492
7721,492
7722,492
7723,492
7724,492
7725,492
7726,492
7727,492
7728,492
7729,492
7730,492
7731,492
7732,492
7733,492
7734,492
7735,492
7736,492
7737,492
7738,492
7739,492
7740,492
7741,492
7742,492
7743,492
7744,492
7745,492
7746,492
7747,492
7748,492
7749,492
7750,492
7751,493
7752,493
7753,493
7754,493
7755,493
7756,493
7757,493
7758,493
7759,493
7760,493
7761,493
7762,493
7763,493
7764,493
7765,493
7766,493
7767,493
7768,493
7769,493
7770,493
7771,493
7772,493
7773,493
7774,493
7775,493
7776,493
7777,493
7778,493
7779,493
7780,493
7781,493
7782,493
7783,493
7784,493
7785,493
7786,493
7787,493
7788,493
7789,493
7790,493
7791,493
7792,493
7793,493
7794,493
7795,493
7796,493
7797,493
7798,493
7799,493
7800,493
7801,493
7802,493
7803,493
7804,493
7805,494
7806,494
7807,494
7808,494
7809,494
7810,494
7811,494
7812,494
7813,494
7814,494
7815,494
7816,494
7817,494
7818,494
7819,494
7820,494
7821,494
7822,494
7823,494
7824,494
7825,494
7826,494
7827,494
7828,494
7829,494
7830,494
7831,494
7832,494
7833,494
7834,494
7835,494
7836,494
7837,494
7838,494
7839,494
7840,494
7841,494
7842,494
7843,494
7844,494
7845,494
7846,494
7847,494
7848,494
7849,494
7850,494
7851,494
7852,494
7853,494
7854,494
7855,494
7856,494
7857,494
7858,494
7859,495
7860,495
7861,495
7862,495
7863,495
7864,495
7865,495
7866,495
7867,495
7868,495
7869,495
7870,495
7871,495
7872,495
7873,495
7874,495
7875,495
7876,495
7877,495
7878,495
7879,495
7880,495
7881,495
7882,495
7883,495
7884,495
7885,495
7886,495
7887,495
7888,495
7889,495
7890,495
7891,495
7892,495
7893,495
7894,495
7895,495
7896,495
7897,495
7898,495
7899,495
7900,495
7901,495
7902,495
7903,495
7904,495
7905,495
7906,495
7907,495
7908,495
7909,495
7910,495
7911,495
7912,495
7913,496
7914,496
7915,496
7916,496
7917,496
7918,496
7919,496
7920,496
7921,496
7922,496
7923,496
7924,496
7925,496
7926,496
7927,496
7928,496
7929,496
7930,496
7931,496
7932,496
7933,496
7934,496
7935,496
7936,496
7937,496
7938,496
7939,496
7940,496
7941,496
7942,496
7943,496
7944,496
7945,496
7946,496
7947,496
7948,496
7949,496
7950,496
7951,496
7952,496
7953,496
7954,496
7955,496
7956,496
7957,496
7958,496
7959,496
7960,496
7961,496
7962,496
7963,496
7964,496
7965,496
7966,496
7967,496
7968,497
7969,497
7970,497
7971,497
7972,497
7973,497
7974,497
7975,497
7976,497
7977,497
7978,497
7979,497
7980,497
7981,497
7982,497
7983,497
7984,497
7985,497
7986,497
7987,497
7988,497
7989,497
7990,497
7991,497
7992,497
7993,497
7994,497
7995,497
7996,497
7997,497
7998,497
7999,497
8000,497
8001,497
8002,497
8003,497
8004,497
8005,497
8006,497
8007,497
8008,497
8009,497
8010,497
8011,497
8012,497
8013,497
8014,497
8015,497
8016,497
8017,497
8018,497
8019,497
8020,497
8021,497
8022,497
8023,497
8024,498
8025,498
8026,498
8027,498
8028,498
8029,498
8030,498
8031,498
8032,498
8033,498
8034,498
8035,498
8036,498
8037,498
8038,498
8039,498
8040,498
8041,498
8042,498
8043,498
8044,498
8045,498
8046,498
8047,498
8048,498
8049,498
8050,498
8051,498
8052,498
8053,498
8054,498
8055,498
8056,498
8057,498
8058,498
8059,498
8060,498
8061,498
8062,498
8063,498
8064,498
8065,498
8066,498
8067,498
8068,498
8069,498
8070,498
8071,498
8072,498
8073,498
8074,498
8075,498
8076,498
8077,498
8078,498
8079,498
8080,499
8081,499
8082,499
8083,499
8084,499
8085,499
8086,499
8087,499
8088,499
8089,499
8090,499
8091,499
8092,499
8093,499
8094,499
8095,499
8096,499
8097,499
8098,499
8099,499
8100,499
8101,499
8102,499
8103,499
8104,499
8105,499
8106,499
8107,499
8108,499
8109,499
8110,499
8111,499
8112,499
8113,499
8114,499
8115,499
8116,499
8117,499
8118,499
8119,499
8120,499
8121,499
8122,499
8123,499
8124,499
8125,499
8126,499
8127,499
8128,499
8129,499
8130,499
8131,499
8132,499
8133,499
8134,499
8135,499
8136,500
8137,500
8138,500
8139,500
8140,500
8141,500
8142,500
8143,500
8144,500
8145,500
8146,500
8147,500
8148,500
8149,500
8150,500
8151,500
8152,500
8153,500
8154,500
8155,500
8156,500
8157,500
8158,500
8159,500
8160,500
8161,500
8162,500
8163,500
8164,500
8165,500
8166,500
8167,500
8168,500
8169,500
8170,500
8171,500
8172,500
8173,500
8174,500
8175,500
8176,500
8177,500
8178,500
8179,500
8180,500
8181,500
8182,500
8183,500
8184,500
8185,500
8186,500
8187,500
8188,500
8189,500
8190,500
8191,500
8192,500
8193,501
8194,501
8195,501
8196,501
8197,501
8198,501
8199,501
8200,501
8201,501
8202,501
8203,501
8204,501
8205,501
8206,501
8207,501
8208,501
8209,501
8210,501
8211,501
8212,501
8213,501
8214,501
8215,501
8216,501
8217,501
8218,501
8219,501
8220,501
8221,501
8222,501
8223,501
8224,501
8225,501
8226,501
8227,501
8228,501
8229,501
8230,501
8231,501
8232,501
8233,501
8234,501
8235,501
8236,501
8237,501
8238,501
8239,501
8240,501
8241,501
8242,501
8243,501
8244,501
8245,501
8246,501
8247,501
8248,501
8249,502
8250,502
8251,502
8252,502
8253,502
8254,502
8255,502
8256,502
8257,502
8258,502
8259,502
8260,502
8261,502
8262,502
8263,502
8264,502
8265,502
8266,502
8267,502
8268,502
8269,502
8270,502
8271,502
8272,502
8273,502
8274,502
8275,502
8276,502
8277,502
8278,502
8279,502
8280,502
8281,502
8282,502
8283,502
8284,502
8285,502
8286,502
8287,502
8288,502
8289,502
8290,502
8291,502
8292,502
8293,502
8294,502
8295,502
8296,502
8297,502
8298,502
8299,502
8300,502
8301,502
8302,502
8303,502
8304,502
8305,502
8306,502
8307,503
8308,503
8309,503
8310,503
8311,503
8312,503
8313,503
8314,503
8315,503
8316,503
8317,503
8318,503
8319,503
8320,503
8321,503
8322,503
8323,503
8324,503
8325,503
8326,503
8327,503
8328,503
8329,503
8330,503
8331,503
8332,503
8333,503
8334,503
8335,503
8336,503
8337,503
8338,503
8339,503
8340,503
8341,503
8342,503
8343,503
8344,503
8345,503
8346,503
8347,503
8348,503
8349,503
8350,503
8351,503
8352,503
8353,503
8354,503
8355,503
8356,503
8357,503
8358,503
8359,503
8360,503
8361,503
8362,503
8363,503
8364,503
8365,504
8366,504
8367,504
8368,504
8369,504
8370,504
8371,504
8372,504
8373,504
8374,504
8375,504
8376,504
8377,504
8378,504
8379,504
8380,504
8381,504
8382,504
8383,504
8384,504
8385,504
8386,504
8387,504
8388,504
8389,504
8390,504
8391,504
8392,504
8393,504
8394,504
8395,504
8396,504
8397,504
8398,504
8399,504
8400,504
8401,504
8402,504
8403,504
8404,504
8405,504
8406,504
8407,504
8408,504
8409,504
8410,504
8411,504
8412,504
8413,504
8414,504
8415,504
8416,504
8417,504
8418,504
8419,504
8420,504
8421,504
8422,504
8423,505
8424,505
8425,505
8426,505
8427,505
8428,505
8429,505
8430,505
8431,505
8432,505
8433,505
8434,505
8435,505
8436,505
8437,505
8438,505
8439,505
8440,505
8441,505
8442,505
8443,505
8444,505
8445,505
8446,505
8447,505
8448,505
8449,505
8450,505
8451,505
8452,505
8453,505
8454,505
8455,505
8456,505
8457,505
8458,505
8459,505
8460,505
8461,505
8462,505
8463,505
8464,505
8465,505
8466,505
8467,505
8468,505
8469,505
8470,505
8471,505
8472,505
8473,505
8474,505
8475,505
8476,505
8477,505
8478,505
8479,505
8480,505
8481,506
8482,506
8483,506
8484,506
8485,506
8486,506
8487,506
8488,506
8489,506
8490,506
8491,506
8492,506
8493,506
8494,506
8495,506
8496,506
8497,506
8498,506
8499,506
8500,506
8501,506
8502,506
8503,506
8504,506
8505,506
8506,506
8507,506
8508,506
8509,506
8510,506
8511,506
8512,506
8513,506
8514,506
8515,506
8516,506
8517,506
8518,506
8519,506
8520,506
8521,506
8522,506
8523,506
8524,506
8525,506
8526,506
8527,506
8528,506
8529,506
8530,506
8531,506
8532,506
8533,506
8534,506
8535,506
8536,506
8537,506
8538,506
8539,506
8540,507
8541,507
8542,507
8543,507
8544,507
8545,507
8546,507
8547,507
8548,507
8549,507
8550,507
8551,507
8552,507
8553,507
8554,507
8555,507
8556,507
8557,507
8558,507
8559,507
8560,507
8561,507
8562,507
8563,507
8564,507
8565,507
8566,507
8567,507
8568,507
8569,507
8570,507
8571,507
8572,507
8573,507
8574,507
8575,507
8576,507
8577,507
8578,507
8579,507
8580,507
8581,507
8582,507
8583,507
8584,507
8585,507
8586,507
8587,507
8588,507
8589,507
8590,507
8591,507
